Product URL,name,brand name,price
https://www.ajio.com/berrylicious-printed-straight-kurta-set/p/466915872_green,Printed Straight Kurta Set,BERRYLICIOUS,651
https://www.ajio.com/santopera-desinger-women-embroidered-straight-kurta-set-with-dupatta/p/467085788_blue,Women Embroidered Straight Kurta Set with Dupatta,SANTOPERA DESINGER,560
https://www.ajio.com/zivame-padded-wired-3-4th-coverage-strapless-bra/p/466434730_purple,Padded Wired 3/4th Coverage Strapless Bra,Zivame,270
https://www.ajio.com/leriya-fashion-women-regular-fit-floral-print-shirt/p/700069185_beige,Women Regular Fit Floral Print Shirt,LERIYA FASHION,690
https://www.ajio.com/gulmohar-jaipur-women-floral-print-fit--flare-dress-with-dupatta/p/467282230_yellow,Women Floral Print Fit & Flare Dress with Dupatta,GULMOHAR JAIPUR,810
https://www.ajio.com/pink-fort-striped-round-neck-top/p/464110153_blue,Striped Round-Neck Top,PINK FORT,1164
https://www.ajio.com/fabrange-women-regular-fit-shirt-with-spread-collar/p/467333501_olive,Women Regular Fit Shirt with Spread Collar,FABRANGE,499
https://www.ajio.com/kimayra-women-printed-straight-kurta-set/p/466748155_pink,Women Printed Straight Kurta Set,Kimayra,814
https://www.ajio.com/dnmx-women-typographic-print-regular-fit-crew-neck-t-shirt/p/443049240_purple,Women Typographic Print Regular Fit Crew-Neck T-Shirt,DNMX,249
https://www.ajio.com/dnmx-women-typographic-print-boxy-fit-crew-neck-t-shirt/p/443037320_ltgreen,Women Typographic Print Boxy Fit Crew-Neck T-Shirt,DNMX,249
https://www.ajio.com/shahveer-creation-women-printed-shirt-with-trousers/p/467260143_mustard,Women Printed Shirt with Trousers,Shahveer Creation,860
https://www.ajio.com/columbia-women-delta-ridge-down-jacket/p/466325370_purple,Women Delta Ridge Down Jacket,Columbia,9499
https://www.ajio.com/bestic-fashion-women-colourblock-hoodie-with-kangaroo-pocket/p/466679697_green,Women Colourblock Hoodie with Kangaroo Pocket,BESTIC FASHION,495
https://www.ajio.com/ahika-women-printed-straight-kurta-with-pants--dupatta/p/700066931_maroon,Women Printed Straight Kurta with Pants & Dupatta,AHIKA,1020
https://www.ajio.com/canibani-women-floral-print-straight-kurta-set/p/700048414_white,Women Floral Print Straight Kurta Set,CaniBani,1104
https://www.ajio.com/avaasa-mix-n-match-ankle-length-leggings-with-elasticated-waist/p/441020957_red,Ankle-Length Leggings with Elasticated Waist,AVAASA MIX N' MATCH,299
https://www.ajio.com/amira-s-indian-ethnic-wear-women-straight-fit-palazzos/p/467007217_cream,Women Straight Fit Palazzos,Amira's Indian Ethnic Wear,390
https://www.ajio.com/columbia-women-labyrinth-loop-jacket/p/466325401_blue,Women Labyrinth Loop Jacket,Columbia,12349
https://www.ajio.com/avaasa-mix-n-match-ankle-length-leggings-with-elasticated-waist/p/441020957_turquiose,Ankle-Length Leggings with Elasticated Waist,AVAASA MIX N' MATCH,299
https://www.ajio.com/avaasa-mix-n-match-women-foil-print-straight-kurta/p/443041299_magenta,Women Foil Print Straight Kurta,AVAASA MIX N' MATCH,799
https://www.ajio.com/mojilaa-women-embroidered-straight-kurta-set/p/467144741_bronze,Women Embroidered Straight Kurta Set,MOJILAA,4549
https://www.ajio.com/anandita-embroidered-flared-kurta/p/466444707_teal,Embroidered Flared Kurta,ANANDITA,600
https://www.ajio.com/kotty-high-rise-front-pleated-pants-/p/466192294_black,High-Rise Front-Pleated Pants ,KOTTY,360
https://www.ajio.com/fable-street-livin-high-rise-trousers-with-elasticated-waist/p/467015789_beige,LivIn High-Rise Trousers with Elasticated Waist,Fable Street,1967
https://www.ajio.com/diktmark-embroidered-a-line-kurta/p/466525532_white,Embroidered A-Line Kurta,Diktmark,525
https://www.ajio.com/nobarr-women-high-neck-shift-dress/p/700146036_black,Women High-Neck Shift Dress,Nobarr,930
https://www.ajio.com/leriya-fashion-women-floral-print-regular-fit-shirt/p/700044746_purple,Women Floral Print Regular Fit Shirt,LERIYA FASHION,690
https://www.ajio.com/gulmohar-jaipur-floral-print-v-neck-straight-kurta/p/465784206_indigo,Floral Print V-Neck Straight Kurta,GULMOHAR JAIPUR,573
https://www.ajio.com/gulmohar-jaipur-floral-flared-kurta-set/p/465514841_black,Floral Flared Kurta Set,GULMOHAR JAIPUR,1368
https://www.ajio.com/fable-street-cuffed-sleeves-top-with-v-neck/p/461178513_blue,Cuffed Sleeves Top with V Neck,Fable Street,1383
https://www.ajio.com/neudis-women-straight-fit-pants-with-drawstring-waist/p/466853941_green,Women Straight Fit Pants with Drawstring Waist,NEUDIS,450
https://www.ajio.com/avaasa-mix-n-match-ankle-length-leggings-with-elasticated-waist/p/441020957_maroonburg,Ankle-Length Leggings with Elasticated Waist,AVAASA MIX N' MATCH,299
https://www.ajio.com/gufrina-printed-2-piece-shirt-with-trousers-set/p/467114614_white,Printed 2-Piece Shirt with Trousers Set,GUFRINA,754
https://www.ajio.com/beelee-typs-tie--dye-t-shirt--pyjamas-set/p/466540335_black,Tie & Dye T-Shirt & Pyjamas Set,Beelee Typs,584
https://www.ajio.com/ivoc-women-relaxed-fit-cargo-pants/p/467050605_grey,Women Relaxed Fit Cargo Pants,IVOC,1280
https://www.ajio.com/fable-street-high-rise-wide-leg-pants/p/461855351_olive,High Rise Wide Leg Pants,Fable Street,1821
https://www.ajio.com/berrylicious-women-printed-straight-kurta-with-pants--dupatta-set/p/467030701_blue,Women Printed Straight Kurta with Pants & Dupatta Set,BERRYLICIOUS,750
https://www.ajio.com/max-women-embroidered-relaxed-fit-palazzos-with-elasticated-waistband/p/466796953_offwhite,Women Embroidered Relaxed Fit Palazzos with Elasticated Waistband,MAX,479
https://www.ajio.com/fig-women-regular-fit-flat-front-trousers/p/443050688_brown,Women Regular Fit Flat-Front Trousers,Fig,599
https://www.ajio.com/ichaa-ikat-print-top--pyjamas-set-/p/466509086_maroon,Ikat Print Top & Pyjamas Set ,ICHAA,537
https://www.ajio.com/saabhi-floral-print-a-line-kurta-set/p/466393452_blue,Floral Print A-Line Kurta Set,SAABHI,999
https://www.ajio.com/global-republic-textured-bodycon-dress/p/465457049_yellow,Textured Bodycon Dress,GLOBAL REPUBLIC,1248
https://www.ajio.com/dnmx-women-typographic-print-regular-fit-crew-neck-t-shirt/p/443049239_pink,Women Typographic Print Regular Fit Crew-Neck T-Shirt,DNMX,249
https://www.ajio.com/gulmohar-jaipur-bandhani-print-flared-kurta/p/466406540_green,Bandhani Print Flared Kurta,GULMOHAR JAIPUR,780
https://www.ajio.com/fig-pack-of-3-stretch-cotton-mid-rise-bikini-panty/p/443023978_multi2,Pack of 3 Stretch Cotton Mid Rise Bikini Panty,Fig,229
https://www.ajio.com/fig-pack-of-3-stretch-cotton-mid-rise-bikini-panty/p/443023978_multi2,Pack of 3 Stretch Cotton Mid Rise Bikini Panty,Fig,229
https://www.ajio.com/amira-s-indian-ethnic-wear-women-straight-fit-flat-front-trousers/p/467213239_offwhite,Women Straight Fit Flat-Front Trousers,Amira's Indian Ethnic Wear,390
https://www.ajio.com/global-republic-women-ruched-regular-fit-top/p/467334432_purple,Women Ruched Regular Fit Top,GLOBAL REPUBLIC,759
https://www.ajio.com/fery-london-women-floral-print-regular-fit-shirt/p/467311831_green,Women Floral Print Regular Fit shirt,Fery London,440
https://www.ajio.com/mizaz-women-floral-print-flared-kurta-with-dupatta/p/700120726_blue,Women Floral Print Flared Kurta with Dupatta,Mizaz,1110
https://www.ajio.com/fusionic-women-printed-anarkali-kurta-with-dupatta/p/466583447_green,Women Printed Anarkali Kurta with Dupatta,FUSIONIC,1722
https://www.ajio.com/avaasa-mix-n-match-ankle-length-leggings-with-elasticated-waist/p/441020957_pink,Ankle-Length Leggings with Elasticated Waist,AVAASA MIX N' MATCH,299
https://www.ajio.com/wuxi-mid-rise-trousers-with-elasticated-waist/p/467078020_white,Mid-Rise Trousers with Elasticated Waist,WUXI,360
https://www.ajio.com/fable-street-v-neck-top-with-tie-up-sleeves/p/464051255_red,V-neck Top with Tie-Up Sleeves,Fable Street,1383
https://www.ajio.com/nehu-empires-women-floral-print-flared-kurta/p/467093448_aqua,Women Floral Print Flared Kurta,Nehu Empires,555
https://www.ajio.com/maai-we-complete-you-women-floral-straight-kurta-with-scoop-neck/p/700024900_blue,Women Floral Straight Kurta with Scoop Neck,MAAI WE COMPLETE YOU,480
https://www.ajio.com/kotty-lightly-washed-relaxed-jeans/p/463940055_blue,Lightly Washed Relaxed Jeans,KOTTY,560
https://www.ajio.com/adbucks-women-regular-fit-straight-jeans-with-insert-pockets/p/465898003_beige,Women Regular Fit Straight Jeans with Insert Pockets,ADBUCKS,940
https://www.ajio.com/purvija-kurties-embroidered-flared-kurta/p/466595419_maroon,Embroidered Flared Kurta,PURVIJA KURTIES,624
https://www.ajio.com/global-republic-floral-print-sheath-dress/p/466176299_black,Floral Print Sheath Dress,GLOBAL REPUBLIC,1287
https://www.ajio.com/neudis-v-neck-blouson-top-with-cap-sleeves/p/466442686_wine,V-Neck Blouson Top with Cap Sleeves,NEUDIS,330
https://www.ajio.com/dnmx-women-mid-rise-skinny-fit-jeans/p/441147348_jetblack,Women Mid-Rise Skinny Fit Jeans,DNMX,699
https://www.ajio.com/fig-cotton-skinny-fit-pants/p/443001088_ltbrown,Cotton Skinny Fit Pants,Fig,300
https://www.ajio.com/yousta-women-striped-oversized-fit-shirt/p/442600253_pink,Women Striped Oversized Fit Shirt,YOUSTA,599
https://www.ajio.com/jockey-1406-high-coverage-super-combed-cotton-mid-waist-hipster-with-concealed-waistband-and-stay-fresh-treatment/p/440036922_dkmulti,1406 High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and Stay Fresh Treatment,Jockey,549
https://www.ajio.com/pink-fort-a-line-kurta--palazzos-set-/p/464574160_pink,A-line Kurta & Palazzos Set ,PINK FORT,3073
https://www.ajio.com/antaran-women-floral-print-fit--flared-dress/p/467037374_blue,Women Floral Print Fit & Flared Dress,Antaran,840
https://www.ajio.com/ichaa-women-leaf-print-top--pyjamas-set/p/467052139_pink,Women Leaf Print Top & Pyjamas Set,ICHAA,537
https://www.ajio.com/sheetal-associates-women-square-neck-a-line-dress/p/466903783_mauve,Women Square-Neck A-Line Dress,SHEETAL ASSOCIATES,400
https://www.ajio.com/leriya-fashion-women-regular-fit-crop-shirt/p/700037240_white,Women Regular Fit Crop Shirt,LERIYA FASHION,690
https://www.ajio.com/piyuti-women-embroidered-straight-kurta-set/p/700113576_aqua,Women Embroidered Straight Kurta Set,Piyuti,874
https://www.ajio.com/pink-fort-geometric-print-top/p/466312653_pink,Geometric Print Top,PINK FORT,1596
https://www.ajio.com/ives-floral-print-straight-kurta-set/p/465635858_grey,Floral Print Straight Kurta Set,Ives,560
https://www.ajio.com/zivame-non-wired-non-padded-bra/p/700101060_white,Non-Wired Non-Padded Bra,Zivame,189
https://www.ajio.com/hetvi-creation-printed-straight-kurta-set/p/466563134_olive,Printed Straight Kurta Set,Hetvi Creation,957
https://www.ajio.com/gulmohar-jaipur-floral-print-flared-kurta/p/466944391_peach,Floral Print Flared Kurta,GULMOHAR JAIPUR,860
https://www.ajio.com/nehamta-block-print-straight-kurta-set/p/461343676_white,Block Print Straight Kurta Set,NEHAMTA,824
https://www.ajio.com/columbia-women-silver-ridge-2-0-long-sleeve-shirt/p/466325752_blue,Women Silver Ridge 2.0 Long Sleeve Shirt,Columbia,3324
https://www.ajio.com/aask-women-chevron-pattern-fit--flare-dress/p/466877358_white,Women Chevron Pattern Fit & Flare Dress,AASK,857
https://www.ajio.com/skytara-women-embellished-gown-dress/p/466835772_peach,Women Embellished Gown Dress,SKYTARA,600
https://www.ajio.com/clovia-cotton-t-shirt--pyjamas-set/p/464451143_purple,Cotton T-shirt & Pyjamas Set,Clovia,946
https://www.ajio.com/gulmohar-jaipur-women-paisley-print-straight-kurta/p/466742051_green,Women Paisley Print Straight Kurta,GULMOHAR JAIPUR,592
https://www.ajio.com/saabhi-women-floral-print-straight-kurta-suit-set/p/467336350_blue,Women Floral Print Straight Kurta Suit Set,SAABHI,1389
https://www.ajio.com/pink-fort-block-print-shirt-with-spread-collar/p/466331751_blue,Block-Print Shirt with Spread Collar,PINK FORT,1996
https://www.ajio.com/leriya-fashion-women-striped-a-line-dress/p/467308390_pink,Women Striped A-Line Dress,LERIYA FASHION,690
https://www.ajio.com/rio-women-side-zipper-treggings/p/443024084_jetblack,Women Side Zipper Treggings,RIO,899
https://www.ajio.com/youthnic-women-embroidered-a-line-kurta/p/466905063_blue,Women Embroidered A-Line Kurta,YOUTHNIC,431
https://www.ajio.com/only-flared-leggings-with-zip-closure/p/469419961_black,Flared Leggings with Zip Closure,ONLY,1250
https://www.ajio.com/clafoutis-women-loose-fit-v-neck-t-shirt-/p/467342369_white,Women Loose Fit V-Neck T-Shirt ,CLAFOUTIS,375
https://www.ajio.com/pink-fort-colourblock-a-line-dress/p/466451737_yellow,Colourblock A-Line Dress,PINK FORT,2637
https://www.ajio.com/only-flared-leggings-with-zip-closure/p/469419961_black,Flared Leggings with Zip Closure,ONLY,1250
https://www.ajio.com/clafoutis-women-loose-fit-v-neck-t-shirt-/p/467342369_white,Women Loose Fit V-Neck T-Shirt ,CLAFOUTIS,375
https://www.ajio.com/fashion-2-wear-floral-print-georgette-fit--flare-dress/p/466302538_blue,Floral Print Georgette Fit & Flare Dress,Fashion 2 Wear,675
https://www.ajio.com/fusionic-floral-print-anarkali-kurta-with-pants--dupatta/p/466583447_cream,Floral Print Anarkali Kurta with Pants & Dupatta,FUSIONIC,1722
https://www.ajio.com/diktmark-women-embroidered-regualr-fit-top/p/700180886_offwhite,Women Embroidered Regualr Fit Top,Diktmark,525
https://www.ajio.com/fable-street-livin-high-rise-wide-leg-pants/p/464688888_black,LivIn High-Rise Wide Leg Pants,Fable Street,2171
https://www.ajio.com/japnaam-embroidered-straight-kurta-set/p/466432999_yellow,Embroidered Straight Kurta Set,Japnaam,1369
https://www.ajio.com/berrylicious-chevron-print-straight-kurta-with-pants--dupatta/p/700112301_green,Chevron Print Straight Kurta with Pants & Dupatta,BERRYLICIOUS,812
https://www.ajio.com/avaasa-mix-n-match-ankle-length-leggings-with-elasticated-waist/p/441020957_navy,Ankle-Length Leggings with Elasticated Waist,AVAASA MIX N' MATCH,299
https://www.ajio.com/fashion-booms-women-relaxed-fit-trousers-with-elasticated-waist/p/467350437_black,Women Relaxed Fit Trousers with Elasticated Waist,FASHION BOOMS,480
https://www.ajio.com/berrylicious-printed-straight-kurta-set/p/466915872_grey,Printed Straight Kurta Set,BERRYLICIOUS,651
https://www.ajio.com/columbia-women-delta-ridge-down-jacket/p/466325370_red,Women Delta Ridge Down Jacket,Columbia,9499
https://www.ajio.com/light-daisy-printed-nightwear-set/p/466303501_navy,Printed Nightwear Set,Light Daisy,649
https://www.ajio.com/ichaa-women-floral-print-top--pyjamas-nightwear-set/p/467343453_wine,Women Floral Print Top & Pyjamas Nightwear Set,ICHAA,529
https://www.ajio.com/kotty-high-rise-bootcut-jeans/p/465343289_black,High-Rise Bootcut Jeans,KOTTY,560
https://www.ajio.com/zivame-camisole-with-lace-detail/p/461410049_black,Camisole with Lace Detail,Zivame,180
https://www.ajio.com/zheia-women-high-rise-relaxed-fit-jeans/p/466827135_black,Women High Rise Relaxed Fit Jeans,ZHEIA,1035
https://www.ajio.com/pink-fort-striped-a-line-kurta-set/p/464567848_green,Striped A-line Kurta Set,PINK FORT,3062
https://www.ajio.com/teamspirit-women-track-pants-with-contrast-side-taping/p/441001504_olive,Women Track Pants with Contrast Side Taping,Teamspirit,399
https://www.ajio.com/fashor-women-floral-print-a-line-kurta--pants-with-dupatta/p/700211358_mustard,Women Floral Print A-Line Kurta & Pants with Dupatta,Fashor,1968
https://www.ajio.com/berkho-women-floral-print-straight-kurta-/p/700097258_maroon,Women Floral Print Straight Kurta ,BERKHO,384
https://www.ajio.com/leriya-fashion-spread-collar-shirt-with-short-sleeves/p/700037234_beige,Spread Collar Shirt with Short Sleeves,LERIYA FASHION,690
https://www.ajio.com/fashion-booms-straight-fit-flat-front-trousers/p/466372693_black,Straight Fit Flat-Front Trousers,FASHION BOOMS,348
https://www.ajio.com/pink-fort-striped-a-line-kurta-set/p/466544352_white,Striped A-Line Kurta Set,PINK FORT,2947
https://www.ajio.com/jockey-1582-super-combed-cotton-elastane-stretch-slip-on-crop-top-with-stay-fresh-treatment/p/469019550_skin,1582 Super Combed Cotton Elastane Stretch Slip-On Crop Top with Stay Fresh Treatment,Jockey,339
https://www.ajio.com/sheetal-associates-women-floral-print-fit--flare-dress/p/467272911_blue,Women Floral Print Fit & Flare Dress,SHEETAL ASSOCIATES,400
https://www.ajio.com/dishwa-fashion-women-embroidered-a-line-kurta/p/467073724_teal,Women Embroidered A-Line Kurta,DISHWA FASHION,675
https://www.ajio.com/leriya-fashion-women-striped-a-line-dress/p/467308390_blue,Women Striped A-Line Dress,LERIYA FASHION,690
https://www.ajio.com/leriya-fashion-women-striped-a-line-dress/p/467308390_black,Women Striped A-Line Dress,LERIYA FASHION,690
https://www.ajio.com/fable-street-women-mid-rise-tapered-fit-trousers/p/467077428_black,Women Mid-Rise Tapered Fit Trousers,Fable Street,2097
https://www.ajio.com/buynewtrend-high-rise-straight-fit-cargo-pants/p/467305060_black,High-Rise Straight Fit Cargo Pants,BUYNEWTREND,518
https://www.ajio.com/divyadham-textiles-women-floral-print-tunic--pants-co-ord-set/p/467339573_maroon,Women Floral Print Tunic & Pants Co-Ord Set,Divyadham Textiles,800
https://www.ajio.com/fig-pack-of-3-stretch-cotton-mid-rise-bikini-panty/p/443023978_multi1,Pack of 3 Stretch Cotton Mid Rise Bikini Panty,Fig,229
https://www.ajio.com/deklook-women-floral-print-a-line-dress/p/700113214_purple,Women Floral Print A-Line Dress,DEKLOOK,419
https://www.ajio.com/ruvi-women-printed-anarkali-kurta-set/p/467121297_blue,Women Printed Anarkali Kurta Set,Ruvi,800
https://www.ajio.com/fable-street-overlap-skorts-with-insert-pockets/p/465951850_black,Overlap Skorts with Insert Pockets,Fable Street,1821
https://www.ajio.com/campus-sutra-ribbed-hem-hooded-jacket/p/465144885_black,Ribbed Hem Hooded Jacket,Campus Sutra,924
https://www.ajio.com/nyrika-women-paisley-print-anarkali-kurta-with-dupatta/p/467141980_maroon,Women Paisley Print Anarkali Kurta with Dupatta,Nyrika,960
https://www.ajio.com/prebloom-women-embroidered-straight-kurta-set/p/467220562_brown,Women Embroidered Straight Kurta Set,Prebloom,1155
https://www.ajio.com/canibani-women-embellished-straight-kurta/p/467343156_black,Women Embellished Straight Kurta,CaniBani,445
https://www.ajio.com/gulmohar-jaipur-women-floral-print-round-neck-flared-kurta/p/466925461_navy,Women Floral Print Round-Neck Flared Kurta,GULMOHAR JAIPUR,860
https://www.ajio.com/fable-street-floral-print-top-with-v-neck/p/463817955_orange,Floral Print Top with V-neck,Fable Street,1456
https://www.ajio.com/zivame-push-up-wired-medium-coverage-t-shirt-bra/p/465070691_brown,Push-Up Wired Medium Coverage T-Shirt Bra,Zivame,284
https://www.ajio.com/rio-basic-women-underskirt-slim-fit-shorts/p/443042305_jetblack,Women Underskirt Slim Fit Shorts,RIO BASIC,199
https://www.ajio.com/kimayra-floral-print-flared-kurta-with-palazzos--dupatta/p/700021201_maroon,Floral Print Flared Kurta with Palazzos & Dupatta,Kimayra,1295
